new crir
new task..............,hasoto,0
0,"['A017', '0']"
0,4,"['B1791', '5']"
4,3,12,"['B5920', '1']"
19,3,8,"['B4951', '2']"
30,4,9,"['B8329', '3']"
43,5,10,"['B1974', '5']"
58,3,12,"['B8313', '4']"
73,8,11,"['B0400', '2']"
92,5,9,"['B8178', '9']"
106,9,14,"['B1009', '14']"
129,2,16,"['B6462', '10']"
147,2,14,"['B3191', '16']"
163,3,17,"['B5712', '17']"
183,3,17,"['B2733', '9']"
203,6,14,"['B2235', '7']"
223,2,13,"['B6213', '13']"
238,2,16,"['B4519', '7']"
256,5,13,"['B6596', '7']"
274,11,13,"['A017', '0']"
new task..............,hasoto,0
298,"['A017', '0']"
298,15,"['B8827', '20']"
313,2,18,"['B2962', '9']"
333,3,14,"['B1036', '63']"
350,4,29,"['B3057', '11']"
383,5,15,"['B7304', '14']"
403,1,16,"['B3128', '13']"
420,20,16,"['A017', '0']"
new task..............,hasoto,0
456,"['A017', '0']"
456,3,"['B3629', '10']"
459,7,14,"['B3542', '13']"
480,2,16,"['B5169', '13']"
498,2,16,"['B0072', '13']"
516,2,16,"['B6472', '20']"
534,2,18,"['B0908', '64']"
554,4,29,"['A017', '0']"
68,587
new crir
new task..............,hasoto,0
0,"['A017', '0']"
0,16,"['B6010', '19']"
16,2,18,"['B1312', '20']"
36,1,18,"['B3637', '25']"
55,3,20,"['B7879', '21']"
78,2,19,"['B8748', '28']"
99,1,21,"['B6095', '23']"
121,20,19,"['A017', '0']"
new task..............,hasoto,0
160,"['A017', '0']"
160,3,"['B3614', '24']"
163,2,20,"['B1385', '10']"
185,1,14,"['B2469', '48']"
200,1,26,"['B8560', '19']"
227,1,18,"['B5338', '8']"
246,1,13,"['B8278', '27']"
260,2,21,"['A017', '0']"
new task..............,hasoto,0
283,"['A017', '0']"
283,8,"['B1818', '16']"
291,4,17,"['B6457', '5']"
312,2,12,"['B5692', '22']"
326,1,19,"['B6670', '26']"
346,1,20,"['B4830', '13']"
367,2,16,"['B2083', '11']"
385,1,15,"['B6222', '8']"
401,2,13,"['B6731', '26']"
416,2,20,"['A017', '0']"
new task..............,hasoto,0
438,"['A017', '0']"
438,10,"['B6620', '14']"
448,6,16,"['B3338', '8']"
470,2,13,"['B3780', '21']"
485,3,19,"['B2004', '17']"
507,4,17,"['B2752', '22']"
528,7,19,"['B5760', '16']"
554,1,17,"['B0591', '41']"
572,14,24,"['A017', '0']"
69,610
new crir
new task..............,hasoto,0
0,"['A017', '0']"
0,17,"['B5839', '33']"
17,11,22,"['B5374', '8']"
50,2,13,"['B1306', '9']"
65,1,14,"['B7654', '34']"
80,2,22,"['B4755', '21']"
104,4,19,"['B4674', '17']"
127,22,17,"['A017', '0']"
new task..............,hasoto,0
166,"['A017', '0']"
166,21,"['B6794', '17']"
187,2,17,"['B3417', '49']"
206,1,26,"['B0209', '20']"
233,2,18,"['B8457', '10']"
253,2,14,"['B3060', '8']"
269,2,13,"['B4471', '9']"
284,5,14,"['B2618', '16']"
303,18,17,"['A017', '0']"
new task..............,hasoto,0
338,"['A017', '0']"
338,10,"['B5070', '15']"
348,4,17,"['B0223', '6']"
369,3,12,"['B8683', '5']"
384,1,12,"['B8700', '5']"
397,2,12,"['B1618', '29']"
411,2,21,"['B2737', '26']"
434,2,20,"['B0458', '21']"
456,3,19,"['B5676', '17']"
478,20,17,"['A017', '0']"
new task..............,hasoto,0
515,"['A017', '0']"
515,21,"['B0706', '19']"
536,3,18,"['B7216', '16']"
557,4,17,"['B2972', '15']"
578,2,17,"['B4559', '11']"
597,4,15,"['B7354', '18']"
616,1,18,"['B2020', '1']"
635,2,8,"['B5805', '3']"
645,7,10,"['B2543', '4']"
662,30,11,"['A017', '0']"
70,703
