new crir
new task..............,hasoto,0
0,"['A035', '0']"
0,20,"['B2010', '8']"
20,1,13,"['B5367', '24']"
34,2,20,"['B5456', '29']"
56,2,21,"['B0069', '30']"
79,6,21,"['B4878', '16']"
106,2,17,"['B1192', '6']"
125,16,12,"['A035', '0']"
new task..............,hasoto,1
153,"['A035', '0']"
153,6,"['B6057', '23']"
159,1,19,"['B7871', '22']"
179,2,19,"['B8104', '22']"
200,1,19,"['B1732', '26']"
220,2,20,"['B4270', '17']"
242,21,17,"['S077', '2', 249, 339]"
280,0,"['B2775', '-2', 339]"
280,15,9,"['A035', '0']"
new task..............,hasoto,1
267,"['A035', '0']"
267,11,"['B2302', '38']"
278,1,23,"['B3105', '34']"
302,1,22,"['B7935', '22']"
325,1,19,"['B1440', '35']"
345,3,23,"['S080', '2', 300, 384]"
371,6,"['B3680', '-2', 390]"
377,5,9,"['S078', '4', 309, 395]"
391,4,"['B8604', '-4', 399]"
395,4,11,"['S078', '4', 329, 414]"
410,5,"['B2302', '-4', 419]"
415,1,11,"['S080', '2', 378, 460]"
427,8,"['B6673', '-2', 468]"
435,20,9,"['A035', '0']"
152,704
new crir
new task..............,hasoto,0
0,"['A035', '0']"
0,12,"['B5707', '21']"
12,5,19,"['B8839', '6']"
36,2,12,"['B2982', '10']"
50,3,14,"['B4843', '9']"
67,4,14,"['B7679', '12']"
85,1,15,"['B5056', '20']"
101,2,18,"['B1468', '23']"
121,13,19,"['A035', '0']"
new task..............,hasoto,0
153,"['A035', '0']"
153,12,"['B2134', '43']"
165,2,25,"['B7350', '39']"
192,2,24,"['B4466', '26']"
218,2,20,"['B7269', '7']"
240,2,13,"['B1784', '20']"
255,14,18,"['A035', '0']"
new task..............,hasoto,0
287,"['A035', '0']"
287,5,"['B6258', '30']"
292,5,21,"['A035', '0']"
new task..............,hasoto,1
318,"['A035', '0']"
318,15,"['B2775', '32']"
333,1,22,"['B5019', '48']"
356,1,26,"['S077', '3', 332, 417]"
383,5,"['B3680', '-3', 422]"
388,6,10,"['B3558', '27']"
404,1,21,"['B6097', '33']"
426,10,22,"['A035', '0']"
153,759
new crir
new task..............,hasoto,0
0,"['A035', '0']"
0,11,"['B8837', '9']"
11,2,14,"['B0862', '41']"
27,2,24,"['B3730', '26']"
53,2,20,"['B5114', '25']"
75,5,20,"['B7714', '11']"
100,3,15,"['B8209', '7']"
118,22,13,"['A035', '0']"
new task..............,hasoto,0
153,"['A035', '0']"
153,7,"['B0998', '24']"
160,3,20,"['B6384', '32']"
183,2,22,"['B6465', '35']"
207,2,23,"['B5009', '47']"
232,7,26,"['A035', '0']"
new task..............,hasoto,0
265,"['A035', '0']"
265,23,"['B5181', '23']"
