new crir
new task..............,hasoto,0
0,"['A123', '0']"
0,6,"['B7719', '13']"
6,4,16,"['B3311', '15']"
26,3,17,"['B9111', '14']"
46,2,16,"['B7875', '10']"
64,2,14,"['B0535', '11']"
80,3,15,"['B7934', '5']"
98,2,12,"['B2984', '14']"
112,7,16,"['B5867', '11']"
135,4,15,"['B2725', '4']"
154,5,11,"['B6586', '9']"
170,4,14,"['B3348', '6']"
188,4,12,"['B7905', '2']"
204,3,9,"['B0511', '1']"
216,14,8,"['A123', '0']"
new task..............,hasoto,0
238,"['A123', '0']"
238,3,"['B7207', '38']"
241,3,23,"['A123', '0']"
new task..............,hasoto,0
267,"['A123', '0']"
267,7,"['B4743', '40']"
274,2,24,"['B5072', '17']"
300,1,17,"['B1202', '44']"
318,8,25,"['A123', '0']"
new task..............,hasoto,0
351,"['A123', '0']"
351,16,"['B4912', '4']"
367,3,11,"['B3692', '4']"
381,4,11,"['B4493', '26']"
396,1,20,"['B3234', '47']"
417,6,26,"['B7498', '27']"
449,2,21,"['B6618', '19']"
472,9,18,"['A123', '0']"
new task..............,hasoto,0
499,"['A123', '0']"
499,17,"['B0251', '10']"
516,2,14,"['B3292', '59']"
532,6,28,"['B8957', '4']"
566,3,11,"['B1886', '16']"
580,4,17,"['B6179', '12']"
601,6,15,"['B1113', '29']"
622,2,21,"['B4742', '9']"
645,13,14,"['A123', '0']"
493,672
new crir
new task..............,hasoto,0
0,"['A123', '0']"
0,4,"['B6334', '17']"
4,2,17,"['B3297', '25']"
23,2,20,"['B5364', '40']"
45,2,24,"['B1535', '57']"
71,3,28,"['A123', '0']"
new task..............,hasoto,0
102,"['A123', '0']"
102,15,"['B8993', '16']"
117,2,17,"['B1639', '22']"
136,1,19,"['B5184', '33']"
156,3,22,"['B0691', '51']"
181,14,26,"['A123', '0']"
new task..............,hasoto,0
221,"['A123', '0']"
221,14,"['B5726', '27']"
235,1,21,"['B3526', '35']"
257,2,23,"['B7370', '9']"
282,2,14,"['B4563', '6']"
298,4,12,"['B6064', '7']"
314,2,13,"['B6635', '11']"
329,2,15,"['B2516', '15']"
346,3,17,"['B7623', '6']"
366,1,12,"['B2524', '9']"
379,26,14,"['A123', '0']"
new task..............,hasoto,0
419,"['A123', '0']"
419,9,"['B7388', '30']"
428,2,21,"['B8350', '20']"
451,1,18,"['B7166', '34']"
470,7,22,"['A123', '0']"
new task..............,hasoto,0
499,"['A123', '0']"
499,15,"['B5083', '44']"
514,9,25,"['B4976', '49']"
548,2,26,"['B0324', '10']"
576,26,14,"['A123', '0']"
new task..............,hasoto,0
616,"['A123', '0']"
616,5,"['B7360', '66']"
621,2,29,"['B3604', '52']"
652,6,27,"['A123', '0']"
494,685
new crir
new task..............,hasoto,0
0,"['A123', '0']"
0,10,"['B1565', '4']"
10,2,11,"['B6768', '29']"
23,2,21,"['B1465', '21']"
46,2,19,"['B4569', '24']"
67,5,20,"['B9197', '24']"
92,1,20,"['B3281', '28']"
113,17,21,"['A123', '0']"
new task..............,hasoto,0
151,"['A123', '0']"
151,9,"['B3385', '39']"
160,1,24,"['B0142', '31']"
185,1,22,"['B6420', '38']"
208,3,23,"['B3714', '12']"
234,13,15,"['A123', '0']"
new task..............,hasoto,0
262,"['A123', '0']"
262,11,"['B4222', '29']"
273,1,21,"['B7259', '38']"
295,2,23,"['B8600', '34']"
320,9,22,"['A123', '0']"
new task..............,hasoto,0
351,"['A123', '0']"
351,7,"['B6422', '2']"
358,5,9,"['B1896', '15']"
372,1,17,"['B8411', '7']"
390,2,13,"['B5758', '21']"
405,4,19,"['B6894', '36']"
428,2,23,"['B8164', '26']"
453,1,20,"['B1169', '29']"
474,2,21,"['A123', '0']"
new task..............,hasoto,0
497,"['A123', '0']"
497,4,"['B4113', '40']"
501,1,24,"['B6451', '58']"
526,2,28,"['B2203', '31']"
556,7,22,"['A123', '0']"
new task..............,hasoto,0
585,"['A123', '0']"
585,18,"['B2295', '55']"
603,4,27,"['B2050', '27']"
634,1,21,"['B4317', '48']"
656,13,26,"['A123', '0']"
495,695
