new crir
new task..............,hasoto,0
0,"['A057', '0']"
0,5,"['B0338', '56']"
5,2,27,"['B4370', '61']"
34,4,28,"['A057', '0']"
new task..............,hasoto,0
66,"['A057', '0']"
66,1,"['B1450', '39']"
67,1,24,"['B1668', '38']"
92,2,23,"['B2336', '46']"
117,2,25,"['A057', '0']"
new task..............,hasoto,0
144,"['A057', '0']"
144,3,"['B0484', '37']"
147,1,23,"['B4988', '44']"
171,4,25,"['A057', '0']"
new task..............,hasoto,1
200,"['A057', '0']"
200,5,"['B6043', '44']"
205,1,25,"['B2101', '51']"
231,1,26,"['B5233', '28']"
258,4,21,"['S432', '1', 211, 299]"
283,2,"['B9058', '-1', 301]"
285,4,8,"['S392', '2', 217, 298]"
297,9,"['B7187', '-2', 307]"
306,8,9,"['S398', '3', 314, 402]"
323,2,"['B2339', '-3', 404]"
325,2,10,"['S398', '4', 250, 338]"
337,2,"['B2339', '-4', 340]"
339,2,11,"['S393', '4', 318, 405]"
352,3,"['B0829', '-4', 408]"
355,3,11,"['S397', '1', 344, 432]"
369,2,"['B8825', '-1', 434]"
371,2,8,"['S398', '2', 371, 460]"
381,1,"['B4715', '-2', 461]"
382,6,9,"['A057', '0']"
new task..............,hasoto,0
282,"['A057', '0']"
282,2,"['B6641', '37']"
284,1,23,"['B8825', '25']"
308,2,20,"['B3787', '46']"
330,3,25,"['A057', '0']"
new task..............,hasoto,1
358,"['A057', '0']"
358,7,"['B2425', '30']"
365,2,21,"['B7187', '25']"
388,2,20,"['B8870', '48']"
410,1,26,"['B4415', '19']"
437,7,18,"['S409', '2', 443, 533]"
462,0,"['B0338', '-2', 533]"
462,0,9,"['S409', '2', 445, 534]"
471,1,"['B2101', '-2', 535]"
472,4,9,"['A057', '0']"
232,834
new crir
new task..............,hasoto,0
0,"['A057', '0']"
0,4,"['B7674', '6']"
4,5,12,"['B5799', '38']"
21,2,23,"['B2395', '45']"
46,1,25,"['B7419', '29']"
72,6,21,"['A057', '0']"
new task..............,hasoto,0
99,"['A057', '0']"
99,4,"['B5616', '37']"
103,1,23,"['B1283', '58']"
127,1,28,"['B9058', '38']"
156,2,23,"['A057', '0']"
new task..............,hasoto,0
181,"['A057', '0']"
181,3,"['B8170', '56']"
184,2,27,"['B3707', '83']"
213,2,32,"['A057', '0']"
new task..............,hasoto,0
247,"['A057', '0']"
247,3,"['B4905', '65']"
250,1,29,"['B5522', '47']"
280,2,26,"['A057', '0']"
new task..............,hasoto,0
308,"['A057', '0']"
308,4,"['B3164', '36']"
312,1,23,"['B7297', '68']"
336,4,30,"['A057', '0']"
new task..............,hasoto,0
370,"['A057', '0']"
370,0,"['B6930', '49']"
370,3,26,"['B0177', '38']"
399,2,23,"['B4835', '47']"
424,1,26,"['A057', '0']"
new task..............,hasoto,0
451,"['A057', '0']"
451,5,"['B1981', '69']"
456,1,30,"['B5387', '49']"
487,5,26,"['A057', '0']"
233,518
new crir
new task..............,hasoto,1
559,"['A057', '0']"
559,1,"['S432', 1, 560, 648]"
560,5,"['S409', 1, 567, 655]"
565,2,"['S392', 3, 573, 654]"
567,6,"['S432', 1, 627, 716]"
573,1,"['A057', '0']"
234,0
