new crir
new task..............,hasoto,0
0,"['A080', '0']"
0,5,"['B8122', '37']"
5,1,23,"['B1880', '49']"
29,4,26,"['A080', '0']"
new task..............,hasoto,0
59,"['A080', '0']"
59,3,"['B6967', '70']"
62,0,30,"['B2716', '37']"
92,2,23,"['A080', '0']"
new task..............,hasoto,0
117,"['A080', '0']"
117,4,"['B1929', '81']"
121,1,32,"['B6079', '49']"
154,3,26,"['A080', '0']"
new task..............,hasoto,0
183,"['A080', '0']"
183,4,"['B0269', '71']"
187,2,30,"['B5584', '38']"
219,6,23,"['A080', '0']"
new task..............,hasoto,1
248,"['A080', '0']"
248,2,"['B3041', '56']"
250,2,27,"['B6837', '39']"
279,2,24,"['S318', '1', 267, 351]"
305,6,"['B6137', '-1', 357]"
311,6,8,"['S324', '1', 252, 335]"
325,7,"['B8569', '-1', 342]"
332,8,8,"['S319', '1', 311, 400]"
348,1,"['B5299', '-1', 401]"
349,5,8,"['S324', '2', 359, 444]"
362,5,"['B3462', '-2', 449]"
367,4,9,"['A080', '0']"
new task..............,hasoto,0
307,"['A080', '0']"
307,7,"['B1184', '45']"
314,1,25,"['B7936', '47']"
340,6,26,"['A080', '0']"
new task..............,hasoto,1
372,"['A080', '0']"
372,2,"['B5028', '63']"
374,4,29,"['S318', '2', 378, 468]"
407,0,"['B3462', '-2', 468]"
407,2,9,"['B4405', '50']"
418,2,26,"['A080', '0']"
295,805
new crir
new task..............,hasoto,0
0,"['A080', '0']"
0,6,"['B4153', '62']"
6,1,29,"['B5695', '49']"
36,5,26,"['A080', '0']"
new task..............,hasoto,0
67,"['A080', '0']"
67,4,"['B6374', '27']"
71,1,21,"['B3462', '35']"
93,4,23,"['A080', '0']"
new task..............,hasoto,0
120,"['A080', '0']"
120,2,"['B0050', '54']"
122,1,27,"['B5477', '80']"
150,3,32,"['A080', '0']"
new task..............,hasoto,0
185,"['A080', '0']"
185,2,"['B1349', '21']"
187,1,19,"['B7522', '35']"
207,1,23,"['B4328', '52']"
231,3,27,"['A080', '0']"
new task..............,hasoto,0
261,"['A080', '0']"
261,5,"['B2521', '50']"
266,2,26,"['B8633', '33']"
294,1,22,"['B2268', '57']"
317,4,28,"['A080', '0']"
new task..............,hasoto,0
349,"['A080', '0']"
349,2,"['B7308', '47']"
351,1,26,"['B5720', '65']"
378,2,29,"['A080', '0']"
new task..............,hasoto,0
409,"['A080', '0']"
409,1,"['B4589', '56']"
410,1,27,"['B4350', '46']"
438,3,25,"['B2682', '32']"
466,0,22,"['A080', '0']"
new task..............,hasoto,1
488,"['A080', '0']"
488,4,"['B8342', '38']"
492,1,23,"['B4685', '62']"
516,5,29,"['S318', '3', 508, 591]"
550,7,"['B2268', '-3', 598]"
557,4,10,"['A080', '0']"
296,1038
