new crir
new task..............,hasoto,0
0,"['A010', '0']"
0,5,"['B1393', '51']"
5,1,26,"['B8346', '54']"
32,1,27,"['B8458', '24']"
60,4,20,"['A010', '0']"
new task..............,hasoto,0
84,"['A010', '0']"
84,3,"['B3268', '54']"
87,1,27,"['B1220', '35']"
115,1,23,"['B9190', '51']"
139,1,26,"['A010', '0']"
new task..............,hasoto,0
166,"['A010', '0']"
166,4,"['B8505', '58']"
170,1,28,"['B8133', '38']"
199,4,23,"['A010', '0']"
new task..............,hasoto,0
226,"['A010', '0']"
226,6,"['B6607', '60']"
232,1,28,"['B4465', '35']"
261,6,23,"['A010', '0']"
new task..............,hasoto,1
290,"['A010', '0']"
290,4,"['B1346', '51']"
294,1,26,"['B9127', '65']"
321,8,29,"['S242', '4', 297, 387]"
358,0,"['B0698', '-4', 387]"
358,4,11,"['A010', '0']"
41,644
new crir
new task..............,hasoto,0
0,"['A010', '0']"
0,5,"['B8855', '53']"
5,2,27,"['B4129', '22']"
34,1,19,"['B6720', '43']"
54,6,25,"['A010', '0']"
new task..............,hasoto,0
85,"['A010', '0']"
85,3,"['B8544', '36']"
88,1,23,"['B0775', '65']"
112,3,29,"['A010', '0']"
new task..............,hasoto,0
144,"['A010', '0']"
144,5,"['B2412', '33']"
149,1,22,"['B6937', '77']"
172,1,31,"['B5136', '26']"
204,7,20,"['A010', '0']"
new task..............,hasoto,0
231,"['A010', '0']"
231,1,"['B3825', '70']"
232,2,30,"['B6479', '23']"
264,1,19,"['A010', '0']"
new task..............,hasoto,0
284,"['A010', '0']"
284,4,"['B5144', '90']"
288,1,33,"['B2971', '48']"
322,4,26,"['A010', '0']"
new task..............,hasoto,1
352,"['A010', '0']"
352,4,"['B8768', '21']"
356,1,19,"['B3471', '50']"
376,1,26,"['B1923', '62']"
403,5,29,"['S242', '6', 372, 462]"
437,0,"['B0698', '-6', 462]"
437,4,12,"['A010', '0']"
42,787
new crir
new task..............,hasoto,0
0,"['A010', '0']"
0,3,"['B4081', '74']"
3,1,31,"['B0698', '55']"
35,4,27,"['A010', '0']"
new task..............,hasoto,0
66,"['A010', '0']"
66,2,"['B5221', '75']"
68,2,31,"['B2089', '49']"
101,1,26,"['A010', '0']"
new task..............,hasoto,0
128,"['A010', '0']"
128,3,"['B2551', '76']"
131,1,31,"['B1527', '51']"
163,2,26,"['A010', '0']"
new task..............,hasoto,0
191,"['A010', '0']"
191,5,"['B9104', '39']"
196,1,24,"['B2642', '69']"
221,4,30,"['A010', '0']"
new task..............,hasoto,0
255,"['A010', '0']"
255,1,"['B4029', '41']"
256,1,24,"['B8641', '21']"
281,2,19,"['B3495', '34']"
302,3,22,"['A010', '0']"
new task..............,hasoto,0
327,"['A010', '0']"
327,3,"['B0053', '55']"
330,1,27,"['B4163', '75']"
358,4,31,"['A010', '0']"
new task..............,hasoto,0
393,"['A010', '0']"
393,4,"['B5713', '44']"
397,1,25,"['B1360', '62']"
423,5,29,"['A010', '0']"
new task..............,hasoto,0
457,"['A010', '0']"
457,2,"['B4682', '48']"
459,1,26,"['B8318', '51']"
486,2,26,"['A010', '0']"
43,514
new crir
new task..............,hasoto,1
623,"['A010', '0']"
623,6,"['S290', 2, 629, 717]"
629,6,"['A010', '0']"
44,0
