new crir
new task..............,hasoto,0
0,"['A047', '0']"
0,2,"['B4024', '23']"
2,8,19,"['B2226', '61']"
29,5,28,"['B7886', '5']"
62,3,12,"['A047', '0']"
new task..............,hasoto,0
77,"['A047', '0']"
77,7,"['B3087', '30']"
84,2,21,"['B3970', '29']"
107,1,21,"['B0512', '31']"
129,5,22,"['A047', '0']"
new task..............,hasoto,0
156,"['A047', '0']"
156,12,"['B1058', '58']"
168,1,28,"['B8173', '48']"
197,3,26,"['B3484', '14']"
226,8,16,"['A047', '0']"
new task..............,hasoto,0
250,"['A047', '0']"
250,10,"['B6699', '27']"
260,2,21,"['B4334', '66']"
283,1,29,"['B5104', '35']"
313,10,23,"['A047', '0']"
new task..............,hasoto,0
346,"['A047', '0']"
346,3,"['B7265', '58']"
349,2,28,"['B1945', '56']"
379,5,27,"['A047', '0']"
new task..............,hasoto,0
411,"['A047', '0']"
411,4,"['B2623', '28']"
415,2,21,"['B0147', '13']"
438,1,16,"['B5497', '24']"
455,2,20,"['B6480', '40']"
477,5,24,"['A047', '0']"
new task..............,hasoto,0
506,"['A048', '0']"
506,6,"['B2013', '36']"
512,1,23,"['B0240', '29']"
536,4,21,"['B5271', '11']"
561,3,15,"['B1913', '39']"
579,10,24,"['A048', '0']"
new task..............,hasoto,0
613,"['A048', '0']"
613,5,"['B5634', '20']"
618,1,18,"['B4956', '55']"
637,4,27,"['B4814', '52']"
668,3,27,"['A048', '0']"
213,698
new crir
new task..............,hasoto,0
0,"['A048', '0']"
0,7,"['B2477', '28']"
7,1,21,"['B6206', '14']"
29,2,16,"['B8721', '16']"
47,4,17,"['B1643', '9']"
68,3,14,"['B5262', '12']"
85,4,15,"['B8546', '34']"
104,1,22,"['B4396', '27']"
127,7,21,"['A048', '0']"
new task..............,hasoto,0
155,"['A048', '0']"
155,5,"['B8903', '23']"
160,1,19,"['B4842', '38']"
180,1,23,"['B8711', '30']"
204,1,21,"['B3525', '33']"
226,3,22,"['A048', '0']"
new task..............,hasoto,0
251,"['A048', '0']"
251,9,"['B7637', '54']"
260,3,27,"['B0717', '29']"
290,2,21,"['B8303', '3']"
313,3,10,"['B2243', '2']"
326,1,9,"['B7709', '26']"
336,10,20,"['A048', '0']"
new task..............,hasoto,0
366,"['A048', '0']"
366,12,"['B0109', '64']"
378,1,29,"['B6369', '17']"
408,2,17,"['B8047', '21']"
427,10,19,"['A048', '0']"
new task..............,hasoto,0
456,"['A048', '0']"
456,6,"['B4931', '57']"
462,2,28,"['B2685', '56']"
492,5,27,"['A048', '0']"
new task..............,hasoto,0
524,"['A048', '0']"
524,3,"['B5058', '33']"
527,2,22,"['B2037', '31']"
551,4,22,"['B1486', '29']"
577,1,21,"['B8199', '32']"
599,2,22,"['A048', '0']"
new task..............,hasoto,0
623,"['A048', '0']"
623,2,"['B7625', '31']"
625,1,22,"['B1555', '38']"
648,1,23,"['B7822', '42']"
672,3,24,"['A048', '0']"
214,699
