"['A121', '0']","['B0220', '35']","['B5290', '33']","['B1156', '68']","['A121', '0']"
"['A121', '0']","['B2942', '48']","['B8429', '53']","['A121', '0']"
"['A121', '0']","['B0577', '86']","['B3756', '31']","['A121', '0']"
"['A121', '0']","['B1078', '48']","['B3154', '58']","['A121', '0']"
"['A121', '0']","['B2403', '68']","['B9050', '40']","['A121', '0']"
"['A121', '0']","['B5478', '40']","['B1792', '36']","['B5151', '57']","['A121', '0']"
"['A121', '0']","['B6555', '59']","['B5055', '73']","['A121', '0']"
"['A121', '0']","['B3375', '51']","['B8055', '34']","['B2311', '54']","['A121', '0']"
"['A121', '0']","['B5640', '64']","['B8523', '57']","['A121', '0']"
"['A121', '0']","['B5934', '41']","['B5890', '22']","['B8708', '21']","['B1066', '42']","['S296', '2', 210, 294]","['B9190', '-2', 300]","['S265', '2', 219, 309]","['B5144', '-2', 309]","['S265', '2', 225, 310]","['B8458', '-2', 315]","['S292', '1', 295, 384]","['B0313', '-1', 385]","['S273', '15', 318, 403]","['B7044', '-15', 408]","['S281', '2', 336, 422]","['B1066', '-2', 426]","['S273', '8', 365, 450]","['B6322', '-8', 455]","['S265', '2', 368, 457]","['B0574', '-2', 458]","['S265', '2', 365, 452]","['B4354', '-2', 455]","['S276', '1', 445, 532]","['B5640', '-1', 535]","['A121', '0']"
"['A121', '0']","['B5336', '65']","['B7805', '48']","['A121', '0']"
"['A121', '0']","['B3006', '44']","['B7860', '43']","['B2131', '36']","['A121', '0']"
"['A121', '0']","['B1495', '46']","['B2823', '55']","['A121', '0']"
"['A121', '0']","['B9068', '27']","['B7782', '34']","['B6433', '37']","['B3617', '26']","['A121', '0']"
"['A121', '0']","['B7476', '42']","['B7861', '82']","['A121', '0']"
"['A121', '0']","['B0685', '52']","['B4943', '45']","['B4365', '31']","['A121', '0']"
"['A121', '0']","['B3553', '38']","['B6130', '53']","['B0250', '43']","['A121', '0']"
"['A121', '0']","['B6341', '30']","['B2876', '70']","['A121', '0']"
"['A121', '0']","['B6966', '35']","['B0313', '66']","['A121', '0']"
"['A121', '0']","['B3489', '28']","['B7251', '51']","['A121', '0']"
"['A121', '0']","['B0574', '59']","['B7145', '47']","['A121', '0']"
"['A121', '0']","['B0684', '39']","['B5369', '29']","['A121', '0']"
"['A121', '0']","['B3977', '46']","['B6706', '46']","['A121', '0']"
