new crir
new task..............,hasoto,0
0,"['A113', '0']"
0,5,"['B5861', '15']"
5,3,17,"['B3371', '12']"
25,2,15,"['B2634', '9']"
42,2,14,"['B2495', '17']"
58,1,17,"['B6546', '29']"
76,2,21,"['B0866', '20']"
99,3,18,"['B5665', '16']"
120,1,17,"['A113', '0']"
new task..............,hasoto,0
138,"['A113', '0']"
138,3,"['B3500', '13']"
141,2,16,"['B5360', '47']"
159,2,26,"['B0291', '60']"
187,9,28,"['B7293', '4']"
224,4,11,"['B5843', '4']"
239,5,11,"['A113', '0']"
new task..............,hasoto,0
255,"['A114', '0']"
255,12,"['B6151', '14']"
267,2,16,"['B8421', '23']"
285,1,19,"['B2919', '36']"
305,1,23,"['B6962', '42']"
329,9,24,"['A114', '0']"
new task..............,hasoto,1
362,"['A114', '0']"
362,5,"['B8026', '30']"
367,2,21,"['B3137', '55']"
390,1,27,"['B7258', '36']"
418,1,23,"['S141', '2', 424, 510, 'E0345']"
442,4,"['B4655', '-2', 514, 'E0345']"
446,6,9,"['A114', '0']"
435,808
new crir
new task..............,hasoto,0
0,"['A114', '0']"
0,8,"['B7344', '45']"
8,2,25,"['B6393', '41']"
35,4,24,"['B4193', '31']"
63,9,22,"['A114', '0']"
new task..............,hasoto,0
94,"['A114', '0']"
94,10,"['B1814', '52']"
104,2,27,"['B8924', '17']"
133,2,17,"['B4168', '29']"
152,2,21,"['B4541', '8']"
175,2,13,"['B5619', '27']"
190,13,21,"['A114', '0']"
new task..............,hasoto,0
224,"['A114', '0']"
224,7,"['B3378', '31']"
231,2,22,"['B0600', '25']"
255,1,20,"['B2621', '31']"
276,2,22,"['B3150', '29']"
300,7,21,"['A114', '0']"
new task..............,hasoto,1
328,"['A114', '0']"
328,7,"['B6940', '17']"
335,3,17,"['B2164', '13']"
355,5,16,"['B8349', '9']"
376,2,14,"['B5757', '18']"
392,4,18,"['B8052', '8']"
414,1,13,"['B0958', '10']"
428,2,14,"['B9113', '12']"
444,2,15,"['B4796', '11']"
461,4,15,"['B8319', '4']"
480,2,11,"['B1698', '7']"
493,19,13,"['S130', '1', 498, 586, 'E0311']"
525,2,"['B4998', '-1', 588, 'E0311']"
527,8,8,"['A114', '0']"
436,847
new crir
new task..............,hasoto,0
0,"['A113', '0']"
0,5,"['B5861', '15']"
5,3,17,"['B3371', '12']"
25,2,15,"['B2634', '9']"
42,2,14,"['B2495', '17']"
58,1,17,"['B6546', '29']"
76,2,21,"['B0866', '20']"
99,3,18,"['B5665', '16']"
120,1,17,"['A113', '0']"
new task..............,hasoto,0
138,"['A113', '0']"
138,3,"['B3500', '13']"
141,2,16,"['B5360', '47']"
159,2,26,"['B0291', '60']"
187,9,28,"['B7293', '4']"
224,4,11,"['B5843', '4']"
239,5,11,"['A113', '0']"
new task..............,hasoto,0
255,"['A114', '0']"
255,12,"['B6151', '14']"
267,2,16,"['B8421', '23']"
285,1,19,"['B2919', '36']"
305,1,23,"['B6962', '42']"
329,9,24,"['A114', '0']"
new task..............,hasoto,1
362,"['A114', '0']"
362,5,"['B8026', '30']"
367,2,21,"['B3137', '55']"
390,1,27,"['B7258', '36']"
418,1,23,"['S141', '2', 424, 510, 'E0345']"
442,4,"['B4655', '-2', 514, 'E0345']"
446,6,9,"['A114', '0']"
435,808
new crir
new task..............,hasoto,0
0,"['A114', '0']"
0,8,"['B7344', '45']"
8,2,25,"['B6393', '41']"
35,4,24,"['B4193', '31']"
63,9,22,"['A114', '0']"
new task..............,hasoto,0
94,"['A114', '0']"
94,10,"['B1814', '52']"
104,2,27,"['B8924', '17']"
133,2,17,"['B4168', '29']"
152,2,21,"['B4541', '8']"
175,2,13,"['B5619', '27']"
190,13,21,"['A114', '0']"
new task..............,hasoto,0
224,"['A114', '0']"
224,7,"['B3378', '31']"
231,2,22,"['B0600', '25']"
255,1,20,"['B2621', '31']"
276,2,22,"['B3150', '29']"
300,7,21,"['A114', '0']"
new task..............,hasoto,1
328,"['A114', '0']"
328,7,"['B6940', '17']"
335,3,17,"['B2164', '13']"
355,5,16,"['B8349', '9']"
376,2,14,"['B5757', '18']"
392,4,18,"['B8052', '8']"
414,1,13,"['B0958', '10']"
428,2,14,"['B9113', '12']"
444,2,15,"['B4796', '11']"
461,4,15,"['B8319', '4']"
480,2,11,"['B1698', '7']"
493,19,13,"['S130', '1', 498, 586, 'E0311']"
525,2,"['B4998', '-1', 588, 'E0311']"
527,8,8,"['A114', '0']"
436,847
